manifest_index,project_id,project,tool,repetition,execution_status,terminal,returncode,attempt,started_at,ended_at,error_class,error_excerpt,source_run_dir,reservation_depth,canonical_state_present
93,crust__totp,totp,crust,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__totp/rep1,2,True
93,crust__totp,totp,crust,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__totp/rep2,2,True
94,crust__ulidgen,ulidgen,crust,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__ulidgen/rep0,2,True
94,crust__ulidgen,ulidgen,crust,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__ulidgen/rep1,2,True
94,crust__ulidgen,ulidgen,crust,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__ulidgen/rep2,2,True
95,crust__utf8,utf8,crust,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__utf8/rep0,2,True
95,crust__utf8,utf8,crust,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__utf8/rep1,2,True
95,crust__utf8,utf8,crust,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__utf8/rep2,2,True
96,crust__vaultsync,vaultsync,crust,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__vaultsync/rep0,2,True
96,crust__vaultsync,vaultsync,crust,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__vaultsync/rep1,2,True
96,crust__vaultsync,vaultsync,crust,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__vaultsync/rep2,2,True
97,crust__vec,vec,crust,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__vec/rep0,2,True
97,crust__vec,vec,crust,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__vec/rep1,2,True
97,crust__vec,vec,crust,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__vec/rep2,2,True
98,crust__worsp,worsp,crust,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__worsp/rep0,2,True
98,crust__worsp,worsp,crust,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__worsp/rep1,2,True
98,crust__worsp,worsp,crust,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__worsp/rep2,2,True
99,crust__xopt,xopt,crust,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__xopt/rep0,2,True
99,crust__xopt,xopt,crust,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__xopt/rep1,2,True
99,crust__xopt,xopt,crust,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__xopt/rep2,2,True
100,oxidizer__checkdigit,checkdigit,oxidizer,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/oxidizer__checkdigit/rep0,2,True
100,oxidizer__checkdigit,checkdigit,oxidizer,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/oxidizer__checkdigit/rep1,2,True
100,oxidizer__checkdigit,checkdigit,oxidizer,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/oxidizer__checkdigit/rep2,2,True
101,oxidizer__go-edlib,go-edlib,oxidizer,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/oxidizer__go-edlib/rep0,2,True
101,oxidizer__go-edlib,go-edlib,oxidizer,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/oxidizer__go-edlib/rep1,2,True
101,oxidizer__go-edlib,go-edlib,oxidizer,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/oxidizer__go-edlib/rep2,2,True
102,oxidizer__gohistogram,gohistogram,oxidizer,0,completed,True,0,1,2026-08-05T17:19:29.646867Z,2026-08-05T18:19:00.563307Z,,,/opt/codeweaver-gpt-sol-comparison/runs/full/oxidizer__gohistogram/rep0,0,True
102,oxidizer__gohistogram,gohistogram,oxidizer,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs/full/oxidizer__gohistogram/rep1,0,False
102,oxidizer__gohistogram,gohistogram,oxidizer,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs/full/oxidizer__gohistogram/rep2,0,False
103,oxidizer__gonameparts,gonameparts,oxidizer,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/oxidizer__gonameparts/rep0,2,True
103,oxidizer__gonameparts,gonameparts,oxidizer,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/oxidizer__gonameparts/rep1,2,True
103,oxidizer__gonameparts,gonameparts,oxidizer,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/oxidizer__gonameparts/rep2,2,True
104,oxidizer__stats,stats,oxidizer,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/oxidizer__stats/rep0,2,True
104,oxidizer__stats,stats,oxidizer,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/oxidizer__stats/rep1,2,True
104,oxidizer__stats,stats,oxidizer,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/oxidizer__stats/rep2,2,True
105,oxidizer__textrank,textrank,oxidizer,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/oxidizer__textrank/rep0,2,True
105,oxidizer__textrank,textrank,oxidizer,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/oxidizer__textrank/rep1,2,True
105,oxidizer__textrank,textrank,oxidizer,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/oxidizer__textrank/rep2,2,True
106,alphatrans__commons-cli,commons-cli,alphatrans,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/alphatrans__commons-cli/rep0,2,True
106,alphatrans__commons-cli,commons-cli,alphatrans,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/alphatrans__commons-cli/rep1,2,True
106,alphatrans__commons-cli,commons-cli,alphatrans,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/alphatrans__commons-cli/rep2,2,True
107,alphatrans__commons-csv,commons-csv,alphatrans,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/alphatrans__commons-csv/rep0,2,True
107,alphatrans__commons-csv,commons-csv,alphatrans,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/alphatrans__commons-csv/rep1,2,True
107,alphatrans__commons-csv,commons-csv,alphatrans,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/alphatrans__commons-csv/rep2,2,True
108,alphatrans__commons-fileupload,commons-fileupload,alphatrans,0,running,False,,1,2026-08-05T17:19:29.646553Z,,,,/opt/codeweaver-gpt-sol-comparison/runs/full/alphatrans__commons-fileupload/rep0,0,True
108,alphatrans__commons-fileupload,commons-fileupload,alphatrans,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs/full/alphatrans__commons-fileupload/rep1,0,False
108,alphatrans__commons-fileupload,commons-fileupload,alphatrans,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs/full/alphatrans__commons-fileupload/rep2,0,False
109,alphatrans__commons-validator,commons-validator,alphatrans,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/alphatrans__commons-validator/rep0,2,True
109,alphatrans__commons-validator,commons-validator,alphatrans,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/alphatrans__commons-validator/rep1,2,True
109,alphatrans__commons-validator,commons-validator,alphatrans,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/alphatrans__commons-validator/rep2,2,True
110,skel__bst,bst,skel,0,completed,True,0,1,2026-08-05T17:19:29.648089Z,2026-08-05T18:06:37.931932Z,,,/opt/codeweaver-gpt-sol-comparison/runs/full/skel__bst/rep0,0,True
110,skel__bst,bst,skel,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs/full/skel__bst/rep1,0,False
110,skel__bst,bst,skel,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs/full/skel__bst/rep2,0,False
111,skel__colorsys,colorsys,skel,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__colorsys/rep0,2,True
111,skel__colorsys,colorsys,skel,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__colorsys/rep1,2,True
111,skel__colorsys,colorsys,skel,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__colorsys/rep2,2,True
112,skel__heapq,heapq,skel,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__heapq/rep0,2,True
112,skel__heapq,heapq,skel,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__heapq/rep1,2,True
112,skel__heapq,heapq,skel,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__heapq/rep2,2,True
113,skel__html,html,skel,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__html/rep0,2,True
113,skel__html,html,skel,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__html/rep1,2,True
113,skel__html,html,skel,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__html/rep2,2,True
114,skel__mathgen,mathgen,skel,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__mathgen/rep0,2,True
114,skel__mathgen,mathgen,skel,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__mathgen/rep1,2,True
114,skel__mathgen,mathgen,skel,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__mathgen/rep2,2,True
115,skel__rbt,rbt,skel,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__rbt/rep0,2,True
115,skel__rbt,rbt,skel,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__rbt/rep1,2,True
115,skel__rbt,rbt,skel,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__rbt/rep2,2,True
116,skel__strsim,strsim,skel,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__strsim/rep0,2,True
116,skel__strsim,strsim,skel,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__strsim/rep1,2,True
116,skel__strsim,strsim,skel,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__strsim/rep2,2,True
117,skel__toml,toml,skel,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__toml/rep0,2,True
117,skel__toml,toml,skel,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__toml/rep1,2,True
117,skel__toml,toml,skel,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__toml/rep2,2,True
